league,analysis,sample,estimand,threshold,estimate,ci_lower,ci_upper,p_value,n,n_games,replicates,seed,note
nba,fixed_clock,locf,gap_t17_bin04,0.8500000000000001,0.044521263669501814,-0.07193638071504485,0.16097890805404846,,823,823,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t17_bin05,0.8500000000000001,0.01024484848484847,-0.1098315302011389,0.13032122717083583,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t17_bin06,0.8500000000000001,0.017493961352656993,-0.08770383263494996,0.12269175534026394,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t17_bin07,0.8500000000000001,-0.016175970873786406,-0.10136482600882728,0.06901288426125447,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t17_bin08,0.8500000000000001,-0.0016601226993864901,-0.0503525399285048,0.047032294529731816,,815,815,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t17_bin09,0.8500000000000001,-6.325553560741964e-4,-0.012100466675902059,0.010835355963753667,,1671,1671,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t18_bin01,0.9,-0.001,-0.0010000000000000102,-9.999999999999898e-4,,808,808,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t18_bin02,0.9,0.008029868578255684,-0.025805078806682535,0.0418648159631939,,837,837,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t18_bin03,0.9,0.03345968712394706,-0.045329181017269335,0.11224855526516346,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t18_bin04,0.9,0.042191051995163244,-0.07168698189801886,0.15606908588834534,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t18_bin05,0.9,0.03915552855407048,-0.07932407378189565,0.1576351308900366,,823,823,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t18_bin06,0.9,0.013684019370460057,-0.0844024845745373,0.11177052331545742,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t18_bin07,0.9,-0.03401328502415459,-0.11705000773383767,0.04902343768552848,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t18_bin08,0.9,0.0053682219419924565,-0.027361953587604494,0.038098397471589406,,793,793,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t18_bin09,0.9,2.594562647754047e-4,-0.00672464368225188,0.007243556211802689,,1692,1692,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t19_bin01,0.95,-0.00183587553386212,-0.006125115216092614,0.0024533641483683736,,1639,1639,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t19_bin02,0.95,6.396181384248217e-4,-0.051615624522250284,0.05289486079909993,,838,838,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t19_bin03,0.95,0.007184242424242434,-0.09702172445989067,0.11139020930837555,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t19_bin04,0.95,0.05801204819277105,-0.06029008438438132,0.17631418076992342,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t19_bin05,0.95,0.020628048780487816,-0.07659854959888468,0.1178546471598603,,820,820,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t19_bin06,0.95,-0.002109243697478965,-0.057936269050913446,0.05371778165595551,,833,833,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t19_bin07,0.95,0.0012411290322580603,-0.004461552822783076,0.006943810887299197,,2480,2480,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock_summary,linear,rms_gap,,0.027088290796277687,,,,196,,9999,20260815,Descriptive RMS gap across fixed-time adaptive bins
nba,fixed_clock_summary,locf,rms_gap,,0.027664241189750714,,,,195,,9999,20260815,Descriptive RMS gap across fixed-time adaptive bins
nba,leave_one_season_out,2018,D_upper,,0.0933643132063573,,,,7054,,9999,20260815,Descriptive; seven seasons do not support season-level inference
nba,leave_one_season_out,2018,tail_excess,0.95,0.014502409980153105,,,,7054,,9999,20260815,Descriptive
nba,leave_one_season_out,2019,D_upper,,0.09706304995742243,,,,7046,,9999,20260815,Descriptive; seven seasons do not support season-level inference
nba,leave_one_season_out,2019,tail_excess,0.95,0.012446778313936986,,,,7046,,9999,20260815,Descriptive
nba,leave_one_season_out,2020,D_upper,,0.09435401965519402,,,,7223,,9999,20260815,Descriptive; seven seasons do not support season-level inference
nba,leave_one_season_out,2020,tail_excess,0.95,0.012854769486363007,,,,7223,,9999,20260815,Descriptive
nba,leave_one_season_out,2021,D_upper,,0.10036555148340415,,,,7196,,9999,20260815,Descriptive; seven seasons do not support season-level inference
nba,leave_one_season_out,2021,tail_excess,0.95,0.013090605892162308,,,,7196,,9999,20260815,Descriptive
nba,leave_one_season_out,2022,D_upper,,0.10165234519478039,,,,7046,,9999,20260815,Descriptive; seven seasons do not support season-level inference
nba,leave_one_season_out,2022,tail_excess,0.95,0.012588702810105018,,,,7046,,9999,20260815,Descriptive
nba,leave_one_season_out,2023,D_upper,,0.093351506809698,,,,7046,,9999,20260815,Descriptive; seven seasons do not support season-level inference
nba,leave_one_season_out,2023,tail_excess,0.95,0.012304853817768947,,,,7046,,9999,20260815,Descriptive
nba,leave_one_season_out,2024,D_upper,,0.10073894710474668,,,,7045,,9999,20260815,Descriptive; seven seasons do not support season-level inference
nba,leave_one_season_out,2024,tail_excess,0.95,0.014584811923349886,,,,7045,,9999,20260815,Descriptive
nba,artifact_audit,exact_one_correction,patched_games,,16,,,,8276,,9999,20260815,
nba,missingness,2018,feed_coverage,,0.9934959349593496,,,,1222,,9999,20260815,schedule inventory
nba,missingness,2019,feed_coverage,,1,,,,1230,,9999,20260815,schedule inventory
nba,missingness,2020,feed_coverage,,0.9943342776203966,,,,1053,,9999,20260815,schedule inventory
nba,missingness,2021,feed_coverage,,1,,,,1080,,9999,20260815,schedule inventory
nba,missingness,2022,feed_coverage,,1,,,,1230,,9999,20260815,schedule inventory
nba,missingness,2023,feed_coverage,,1,,,,1230,,9999,20260815,schedule inventory
nba,missingness,2024,feed_coverage,,1,,,,1231,,9999,20260815,schedule inventory
nfl,global,corrected,D_upper,,0.01460022762839669,,,0.7364,1848,,9999,20260815,Season-stratified dyadic pigeonhole bootstrap
nfl,global,corrected,dyadic_critical_value_95,,0.04703111898391894,,,,1848,,9999,20260815,
nfl,tail,corrected,tail_rate,0.9,0.08495670995670995,,,,1848,,9999,20260815,
nfl,tail,corrected,tail_excess,0.9,-0.015043290043290025,-0.03480253017383112,0.006787502545210144,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,tail,corrected,tail_rate,0.95,0.04491341991341991,,,,1848,,9999,20260815,
nfl,tail,corrected,tail_excess,0.95,-0.005086580086580132,-0.019809865884518718,0.011403935586656802,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,tail,corrected,tail_rate,0.99,0.015151515151515152,,,,1848,,9999,20260815,
nfl,tail,corrected,tail_excess,0.99,0.005151515151515143,-0.003116739714721443,0.01540953041036824,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,global,raw,D_upper,,0.01460022762839669,,,0.7353,1848,,9999,20260815,Season-stratified dyadic pigeonhole bootstrap
nfl,global,raw,dyadic_critical_value_95,,0.04703111898391894,,,,1848,,9999,20260815,
nfl,tail,raw,tail_rate,0.9,0.0854978354978355,,,,1848,,9999,20260815,
nfl,tail,raw,tail_excess,0.9,-0.014502164502164475,-0.03419904954207434,0.007288243993990197,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,tail,raw,tail_rate,0.95,0.04599567099567099,,,,1848,,9999,20260815,
nfl,tail,raw,tail_excess,0.95,-0.004004329004329052,-0.018902089886145473,0.012988922166678938,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,tail,raw,tail_rate,0.99,0.016774891774891776,,,,1848,,9999,20260815,
nfl,tail,raw,tail_excess,0.99,0.006774891774891767,-0.0019515758875893238,0.017463713147934358,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,global,exclude_patched,D_upper,,0.013688178722855382,,,0.7686,1844,,9999,20260815,Season-stratified dyadic pigeonhole bootstrap
nfl,global,exclude_patched,dyadic_critical_value_95,,0.04691274534316523,,,,1844,,9999,20260815,
nfl,tail,exclude_patched,tail_rate,0.9,0.08351409978308026,,,,1844,,9999,20260815,
nfl,tail,exclude_patched,tail_excess,0.9,-0.016485900216919716,-0.036005681708659934,0.005162835323252601,,1844,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,tail,exclude_patched,tail_rate,0.95,0.04392624728850325,,,,1844,,9999,20260815,
nfl,tail,exclude_patched,tail_excess,0.95,-0.006073752711496794,-0.02058937874796844,0.010429259035535838,,1844,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,tail,exclude_patched,tail_rate,0.99,0.014642082429501085,,,,1844,,9999,20260815,
nfl,tail,exclude_patched,tail_excess,0.99,0.004642082429501076,-0.0034090340457290256,0.014585533023684087,,1844,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,global,rounding_lower,D_upper,,0.013374741937780488,,,0.7752,1848,,9999,20260815,Season-stratified dyadic pigeonhole bootstrap
nfl,global,rounding_lower,dyadic_critical_value_95,,0.046957028806555466,,,,1848,,9999,20260815,
nfl,tail,rounding_lower,tail_rate,0.9,0.08495670995670995,,,,1848,,9999,20260815,
nfl,tail,rounding_lower,tail_excess,0.9,-0.015043290043290025,-0.03480253017383112,0.006787502545210144,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,tail,rounding_lower,tail_rate,0.95,0.04491341991341991,,,,1848,,9999,20260815,
nfl,tail,rounding_lower,tail_excess,0.95,-0.005086580086580132,-0.019809865884518718,0.011403935586656802,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,tail,rounding_lower,tail_rate,0.99,0.015151515151515152,,,,1848,,9999,20260815,
nfl,tail,rounding_lower,tail_excess,0.99,0.005151515151515143,-0.003116739714721443,0.01540953041036824,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,global,rounding_upper,D_upper,,0.01649256540560773,,,0.6786,1848,,9999,20260815,Season-stratified dyadic pigeonhole bootstrap
nfl,global,rounding_upper,dyadic_critical_value_95,,0.047074289010635456,,,,1848,,9999,20260815,
nfl,tail,rounding_upper,tail_rate,0.9,0.08495670995670995,,,,1848,,9999,20260815,
nfl,tail,rounding_upper,tail_excess,0.9,-0.015043290043290025,-0.03480253017383112,0.006787502545210144,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,tail,rounding_upper,tail_rate,0.95,0.045454545454545456,,,,1848,,9999,20260815,
nfl,tail,rounding_upper,tail_excess,0.95,-0.004545454545454589,-0.019387145013042242,0.012238942757620934,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,tail,rounding_upper,tail_rate,0.99,0.015151515151515152,,,,1848,,9999,20260815,
nfl,tail,rounding_upper,tail_excess,0.99,0.005151515151515143,-0.003116739714721443,0.01540953041036824,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,global,dyadic_calendar,D_upper,,0.01460022762839669,,,0.8563,1848,,9999,20260815,Season-stratified dyadic pigeonhole bootstrap
nfl,global,dyadic_calendar,dyadic_critical_value_95,,0.06746131946372183,,,,1848,,9999,20260815,
nfl,tail,dyadic_calendar,tail_rate,0.95,0.04491341991341991,,,,1848,,9999,20260815,
nfl,tail,dyadic_calendar,tail_excess,0.95,-0.005086580086580132,-0.02529482084319132,0.019952516121543685,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,global,franchise_linked,D_upper,,0.01460022762839669,,,0.7045,1848,,9999,20260815,Season-stratified dyadic pigeonhole bootstrap
nfl,global,franchise_linked,dyadic_critical_value_95,,0.049025193408402924,,,,1848,,9999,20260815,
nfl,tail,franchise_linked,tail_rate,0.95,0.04491341991341991,,,,1848,,9999,20260815,
nfl,tail,franchise_linked,tail_excess,0.95,-0.005086580086580132,-0.019045757336533294,0.012159631905070844,,1848,,9999,20260815,Two-sided 95% percentile dyadic-bootstrap interval
nfl,boundary,weak,tail_rate,0.9,0.08495670995670995,,,,1848,,9999,20260815,
nfl,boundary,strict,tail_rate,0.9,0.08495670995670995,,,,1848,,9999,20260815,
nfl,boundary,atom,tail_rate,0.9,0,,,,1848,,9999,20260815,
nfl,boundary,weak,tail_rate,0.95,0.04491341991341991,,,,1848,,9999,20260815,
nfl,boundary,strict,tail_rate,0.95,0.04491341991341991,,,,1848,,9999,20260815,
nfl,boundary,atom,tail_rate,0.95,0,,,,1848,,9999,20260815,
nfl,boundary,weak,tail_rate,0.99,0.015151515151515152,,,,1848,,9999,20260815,
nfl,boundary,strict,tail_rate,0.99,0.015151515151515152,,,,1848,,9999,20260815,
nfl,boundary,atom,tail_rate,0.99,0,,,,1848,,9999,20260815,
nfl,first_crossing,preterminal_strict,observed_loss,0.9,0.08375634517766498,0.06526273794369478,0.10186948402057462,,1970,1817,9999,20260815,
nfl,first_crossing,preterminal_strict,implied_loss,0.9,0.07515690355329947,0.07322757771225749,0.07703134748482143,,1970,1817,9999,20260815,
nfl,first_crossing,preterminal_strict,residual,0.9,0.00859944162436548,-0.010418904752288533,0.02724997072226868,,1970,1817,9999,20260815,Boundary: strict ; each row from the same game receives the same game weight
nfl,first_crossing,preterminal_strict,observed_loss,0.95,0.04617055947854427,0.031611441484749654,0.061684462839633955,,1841,1771,9999,20260815,
nfl,first_crossing,preterminal_strict,implied_loss,0.95,0.033126507332971164,0.03190571342543032,0.03431409890005717,,1841,1771,9999,20260815,
nfl,first_crossing,preterminal_strict,residual,0.95,0.013044052145573016,-0.001779936030766543,0.028831033052300496,,1841,1771,9999,20260815,Boundary: strict ; each row from the same game receives the same game weight
nfl,first_crossing,preterminal_strict,observed_loss,0.99,0.01645123384253819,0.007565453684405399,0.027195240964884033,,1702,1683,9999,20260815,
nfl,first_crossing,preterminal_strict,implied_loss,0.99,0.004776968272620444,0.004513905021906932,0.005046046077973078,,1702,1683,9999,20260815,
nfl,first_crossing,preterminal_strict,residual,0.99,0.011674265569917701,0.002758217537704113,0.02242225418485254,,1702,1683,9999,20260815,Boundary: strict ; each row from the same game receives the same game weight
nfl,first_crossing,preterminal,observed_loss,0.9,0.0851063829787234,0.06673182750022728,0.10305038092530501,,1974,1818,9999,20260815,
nfl,first_crossing,preterminal,implied_loss,0.9,0.07569609929078014,0.07377127011522387,0.07755282036958056,,1974,1818,9999,20260815,
nfl,first_crossing,preterminal,residual,0.9,0.00941028368794326,-0.009466426925629138,0.028004136701076352,,1974,1818,9999,20260815,Boundary: weak ; each row from the same game receives the same game weight
nfl,first_crossing,preterminal,observed_loss,0.95,0.046145494028230184,0.031565966718401686,0.06166652888804553,,1842,1772,9999,20260815,
nfl,first_crossing,preterminal,implied_loss,0.95,0.03344847991313784,0.03221939896915267,0.034636121044647784,,1842,1772,9999,20260815,
nfl,first_crossing,preterminal,residual,0.95,0.012697014115092248,-0.0021529697273844576,0.028514968030552718,,1842,1772,9999,20260815,Boundary: weak ; each row from the same game receives the same game weight
nfl,first_crossing,preterminal,observed_loss,0.99,0.016422287390029325,0.007560881929438601,0.027142839892648603,,1705,1686,9999,20260815,
nfl,first_crossing,preterminal,implied_loss,0.99,0.005018533724340162,0.004740730329363978,0.005301388373844144,,1705,1686,9999,20260815,
nfl,first_crossing,preterminal,residual,0.99,0.011403753665689104,0.002449799650057548,0.022100378275989242,,1705,1686,9999,20260815,Boundary: weak ; each row from the same game receives the same game weight
nfl,first_crossing,all_updates_strict,observed_loss,0.9,0.08200795228628231,0.06392459056790022,0.09970555260556621,,2012,1847,9999,20260815,
nfl,first_crossing,all_updates_strict,implied_loss,0.9,0.07358802186878727,0.07156448220676997,0.07553729205480582,,2012,1847,9999,20260815,
nfl,first_crossing,all_updates_strict,residual,0.9,0.008419930417495027,-0.010242917512095509,0.02661289084261126,,2012,1847,9999,20260815,Boundary: strict ; each row from the same game receives the same game weight
nfl,first_crossing,all_updates_strict,observed_loss,0.95,0.04399585921325052,0.03010137197047097,0.05827942866316111,,1932,1847,9999,20260815,
nfl,first_crossing,all_updates_strict,implied_loss,0.95,0.03157810559006206,0.030296469958743112,0.03280054506853641,,1932,1847,9999,20260815,
nfl,first_crossing,all_updates_strict,residual,0.95,0.012417753623188367,-0.0016905098910022006,0.027201490157472398,,1932,1847,9999,20260815,Boundary: strict ; each row from the same game receives the same game weight
nfl,first_crossing,all_updates_strict,observed_loss,0.99,0.014941302027748132,0.006821365806892977,0.024467873193830897,,1874,1846,9999,20260815,
nfl,first_crossing,all_updates_strict,implied_loss,0.99,0.004339594450373531,0.004083145878451446,0.004601324796173749,,1874,1846,9999,20260815,
nfl,first_crossing,all_updates_strict,residual,0.99,0.010601707577374556,0.002487638382612669,0.020145506156884707,,1874,1846,9999,20260815,Boundary: strict ; each row from the same game receives the same game weight
nfl,first_crossing,all_updates,observed_loss,0.9,0.08337468982630274,0.06540060296937927,0.10069069549233636,,2015,1847,9999,20260815,
nfl,first_crossing,all_updates,implied_loss,0.9,0.07415588089330023,0.07210901091520419,0.0761076496841137,,2015,1847,9999,20260815,
nfl,first_crossing,all_updates,residual,0.9,0.009218808933002478,-0.009354124333944624,0.027210469828682703,,2015,1847,9999,20260815,Boundary: weak ; each row from the same game receives the same game weight
nfl,first_crossing,all_updates,observed_loss,0.95,0.04399585921325052,0.03010137197047097,0.05827942866316111,,1932,1847,9999,20260815,
nfl,first_crossing,all_updates,implied_loss,0.95,0.031902225672877794,0.03061996228515805,0.033140240170101136,,1932,1847,9999,20260815,
nfl,first_crossing,all_updates,residual,0.95,0.012093633540372632,-0.0021251235674723855,0.026902170608254443,,1932,1847,9999,20260815,Boundary: weak ; each row from the same game receives the same game weight
nfl,first_crossing,all_updates,observed_loss,0.99,0.014941302027748132,0.006821365806892977,0.024467873193830897,,1874,1846,9999,20260815,
nfl,first_crossing,all_updates,implied_loss,0.99,0.00456702241195303,0.004294372930441483,0.004846682583976517,,1874,1846,9999,20260815,
nfl,first_crossing,all_updates,residual,0.99,0.010374279615795044,0.002261874558321573,0.01990860519025681,,1874,1846,9999,20260815,Boundary: weak ; each row from the same game receives the same game weight
nfl,fixed_clock,linear,gap_t00_bin01,0,0.018875000000000013,-0.21937492499907574,0.25712492499907574,,184,184,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t00_bin02,0,-0.03692486486486486,-0.2825770597186314,0.2087273299889017,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t00_bin03,0,-0.03529510869565217,-0.303045413490381,0.23245519609907667,,184,184,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t00_bin04,0,0.022351612903225807,-0.2557639230659389,0.3004671488723905,,186,186,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t00_bin05,0,-0.050370652173913066,-0.31998178218186885,0.2192404778340427,,184,184,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t00_bin06,0,-0.020432967032967004,-0.27700902738485567,0.23614309331892167,,182,182,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t00_bin07,0,-0.0333210810810811,-0.289259829342793,0.22261766718063075,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t00_bin08,0,0.02109840425531914,-0.2242061082978486,0.2664029168084869,,188,188,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t00_bin09,0,-0.005929189189189193,-0.23088896544534754,0.21903058706696915,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t00_bin10,0,-0.025230810810810828,-0.22052967400673965,0.170068052385118,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t01_bin01,0.05,0.05324870153249375,-0.17868407396157912,0.2851814770265666,,184,184,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t01_bin02,0.05,-0.08505360916109668,-0.3329263437415241,0.16281912541933075,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t01_bin03,0.05,-0.035857095431518445,-0.3114513916653588,0.23973720080232191,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t01_bin04,0.05,-0.018342954508489807,-0.28430911421387856,0.24762320519689893,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t01_bin05,0.05,-0.013023461072913464,-0.2874013794419431,0.26135445729611617,,184,184,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t01_bin06,0.05,0.030950078330082068,-0.23438506387360453,0.29628522053376866,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t01_bin07,0.05,-0.0363709512229705,-0.2937259134244387,0.22098401097849768,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t01_bin08,0.05,-0.016743751128560462,-0.2792891229094634,0.24580162065234246,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t01_bin09,0.05,0.020881656201057405,-0.1984238328512058,0.24018714525332058,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t01_bin10,0.05,-0.015498212561813832,-0.2072553301308646,0.17625890500723695,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t02_bin01,0.1,0.014936623461791868,-0.20766763134874813,0.23754087827233186,,184,184,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t02_bin02,0.1,-0.05084742301652796,-0.2897639263125457,0.18806908027948976,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t02_bin03,0.1,-0.020962206593242487,-0.28596576781329897,0.24404135462681398,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t02_bin04,0.1,-0.013327885078498051,-0.2733298219766581,0.24667405181966204,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t02_bin05,0.1,-0.03614370916588984,-0.30562444740524164,0.233337029073462,,184,184,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t02_bin06,0.1,0.04125647770040454,-0.21179239143755751,0.29430534683836657,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t02_bin07,0.1,-0.06536931039665542,-0.33340567026994383,0.20266704947663297,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t02_bin08,0.1,0.009979470041348536,-0.23309097182789545,0.2530499119105925,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t02_bin09,0.1,-0.004432611388821102,-0.2264546599168401,0.21758943713919793,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t02_bin10,0.1,0.001531949013997628,-0.1804593423411991,0.18352324036919437,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t03_bin01,0.15000000000000002,4.286204791192353e-4,-0.2144462352772034,0.21530347623544188,,184,184,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t03_bin02,0.15000000000000002,-0.0570814273202896,-0.2928630380766642,0.17870018343608499,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t03_bin03,0.15000000000000002,0.023983561413348183,-0.24072986606691238,0.28869698889360873,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t03_bin04,0.15000000000000002,-0.04696499515891205,-0.3211662842336631,0.227236293915839,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t03_bin05,0.15000000000000002,-0.011330906603497674,-0.2759091939405533,0.25324738073355796,,184,184,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t03_bin06,0.15000000000000002,-0.011680531274303659,-0.26328987656591457,0.23992881401730723,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t03_bin07,0.15000000000000002,-0.033094204770043614,-0.28902898948891736,0.22284057994883016,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t03_bin08,0.15000000000000002,-0.011339065325262219,-0.24721049350179747,0.22453236285127304,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t03_bin09,0.15000000000000002,0.022125104209147536,-0.1894745576472634,0.23372476606555848,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t03_bin10,0.15000000000000002,0.018185822326669755,-0.14704783761212967,0.1834194822654692,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t04_bin01,0.2,-0.007078750036184138,-0.20505725754065335,0.19089975746828508,,184,184,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t04_bin02,0.2,-0.054468993804783546,-0.3002967520127091,0.19135876440314203,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t04_bin03,0.2,0.022934741457863755,-0.25191144578246516,0.2977809286981926,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t04_bin04,0.2,-0.047937234504556676,-0.31746924767340123,0.2215947786642879,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t04_bin05,0.2,-0.006665841607293935,-0.26891214146795295,0.25558045825336506,,184,184,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nfl,fixed_clock,linear,gap_t04_bin06,0.2,-0.039304869349743476,-0.29848703862169745,0.2198772999222105,,185,185,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
